likes,no_of_comments,follower_count_at_t,image_path,hour_of_day,day_of_week_sin,day_of_week_cos,year,month,day
171355,1455,8838196,../Data/insta_data/4503.jpg,0,0.9749279121818236,-0.22252093395631434,4,4,8
110352,601,8838196,../Data/insta_data/4504.jpg,0,-0.7818314824680299,0.6234898018587334,4,4,5
130165,694,8838196,../Data/insta_data/4505.jpg,23,-0.433883739117558,-0.9009688679024191,4,4,3
123599,558,8838196,../Data/insta_data/4506.jpg,1,-0.433883739117558,-0.9009688679024191,4,4,3
151207,631,8838196,../Data/insta_data/4509.jpg,0,0.7818314824680298,0.6234898018587336,4,3,31
104736,497,8838196,../Data/insta_data/4510.jpg,1,-0.7818314824680299,0.6234898018587334,4,3,29
108819,472,8838196,../Data/insta_data/4511.jpg,1,-0.9749279121818236,-0.2225209339563146,4,3,28
70775,403,8838196,../Data/insta_data/4513.jpg,0,0.0,1.0,4,3,23
79969,307,8838196,../Data/insta_data/4520.jpg,0,-0.7818314824680299,0.6234898018587334,4,3,15
99202,801,8838196,../Data/insta_data/4522.jpg,0,0.9749279121818236,-0.22252093395631434,4,3,11
146916,1054,8838196,../Data/insta_data/4523.jpg,0,0.7818314824680298,0.6234898018587336,4,3,10
196184,707,8838196,../Data/insta_data/4524.jpg,1,0.0,1.0,4,3,9
87220,260,8838196,../Data/insta_data/4525.jpg,1,-0.7818314824680299,0.6234898018587334,4,3,8
64472,198,8838196,../Data/insta_data/4526.jpg,10,-0.9749279121818236,-0.2225209339563146,4,3,7
191588,513,8838196,../Data/insta_data/4527.jpg,0,-0.9749279121818236,-0.2225209339563146,4,3,7
123196,276,8838196,../Data/insta_data/4532.jpg,6,-0.9749279121818236,-0.2225209339563146,4,2,29
43243,213,8838196,../Data/insta_data/4533.jpg,2,-0.433883739117558,-0.9009688679024191,4,2,28
89191,311,8838196,../Data/insta_data/4534.jpg,1,0.9749279121818236,-0.22252093395631434,4,2,26
64666,227,8838196,../Data/insta_data/4535.jpg,23,0.0,1.0,4,2,24
98425,305,8838196,../Data/insta_data/4537.jpg,0,0.0,1.0,4,2,24
92657,280,8838196,../Data/insta_data/4539.jpg,1,-0.9749279121818236,-0.2225209339563146,4,2,22
189693,475,8838196,../Data/insta_data/4540.jpg,1,0.9749279121818236,-0.22252093395631434,4,2,19
151979,448,8838196,../Data/insta_data/4541.jpg,0,0.7818314824680298,0.6234898018587336,4,2,18
124392,1152,8838196,../Data/insta_data/4542.jpg,1,0.0,1.0,4,2,17
405532,1098,10002870,../Data/insta_data/4640.jpg,15,-0.9749279121818236,-0.2225209339563146,4,7,11
714716,4753,10002870,../Data/insta_data/4641.jpg,15,-0.9749279121818236,-0.2225209339563146,4,7,11
367918,803,10002870,../Data/insta_data/4643.jpg,15,-0.9749279121818236,-0.2225209339563146,4,7,11
421947,1266,10002870,../Data/insta_data/4644.jpg,15,-0.9749279121818236,-0.2225209339563146,4,7,11
400204,910,10002870,../Data/insta_data/4645.jpg,15,-0.9749279121818236,-0.2225209339563146,4,7,11
520887,1575,10002870,../Data/insta_data/4646.jpg,15,-0.433883739117558,-0.9009688679024191,4,7,10
637008,1932,10002870,../Data/insta_data/4648.jpg,15,-0.433883739117558,-0.9009688679024191,4,7,10
378127,500,10002870,../Data/insta_data/4649.jpg,7,-0.433883739117558,-0.9009688679024191,4,7,10
413384,577,10002870,../Data/insta_data/4651.jpg,7,-0.433883739117558,-0.9009688679024191,4,7,10
363021,712,10002870,../Data/insta_data/4652.jpg,15,0.43388373911755823,-0.900968867902419,4,7,9
384300,836,10002870,../Data/insta_data/4655.jpg,15,0.43388373911755823,-0.900968867902419,4,7,9
391402,919,10002870,../Data/insta_data/4656.jpg,15,0.43388373911755823,-0.900968867902419,4,7,9
450142,2031,10002870,../Data/insta_data/4657.jpg,15,0.43388373911755823,-0.900968867902419,4,7,9
370761,726,10002870,../Data/insta_data/4658.jpg,7,0.43388373911755823,-0.900968867902419,4,7,9
401985,801,10002870,../Data/insta_data/4660.jpg,6,0.43388373911755823,-0.900968867902419,4,7,9
482282,3834,10002870,../Data/insta_data/4661.jpg,2,0.43388373911755823,-0.900968867902419,4,7,9
558086,4200,10002870,../Data/insta_data/4662.jpg,2,0.43388373911755823,-0.900968867902419,4,7,9
700362,5700,10002870,../Data/insta_data/4663.jpg,1,0.43388373911755823,-0.900968867902419,4,7,9
351020,671,10002870,../Data/insta_data/4664.jpg,15,0.9749279121818236,-0.22252093395631434,4,7,8
516102,3321,10002870,../Data/insta_data/4665.jpg,15,0.9749279121818236,-0.22252093395631434,4,7,8
332644,576,10002870,../Data/insta_data/4667.jpg,15,0.9749279121818236,-0.22252093395631434,4,7,8
381762,823,10002870,../Data/insta_data/4668.jpg,15,0.9749279121818236,-0.22252093395631434,4,7,8
349193,565,10002870,../Data/insta_data/4669.jpg,15,0.9749279121818236,-0.22252093395631434,4,7,8
449401,905,10002870,../Data/insta_data/4670.jpg,9,0.9749279121818236,-0.22252093395631434,4,7,8
460281,950,10002870,../Data/insta_data/4672.jpg,8,0.9749279121818236,-0.22252093395631434,4,7,8
373590,842,10002870,../Data/insta_data/4673.jpg,15,0.7818314824680298,0.6234898018587336,4,7,7
345260,613,10002870,../Data/insta_data/4675.jpg,15,0.7818314824680298,0.6234898018587336,4,7,7
365345,677,10002870,../Data/insta_data/4676.jpg,15,0.7818314824680298,0.6234898018587336,4,7,7
370794,679,10002870,../Data/insta_data/4677.jpg,15,0.7818314824680298,0.6234898018587336,4,7,7
402108,670,10002870,../Data/insta_data/4678.jpg,14,0.7818314824680298,0.6234898018587336,4,7,7
464983,1188,10002870,../Data/insta_data/4679.jpg,10,0.7818314824680298,0.6234898018587336,4,7,7
661618,5101,10002870,../Data/insta_data/4680.jpg,10,0.7818314824680298,0.6234898018587336,4,7,7
424149,835,10002870,../Data/insta_data/4681.jpg,10,0.7818314824680298,0.6234898018587336,4,7,7
428945,1353,10002870,../Data/insta_data/4683.jpg,15,0.0,1.0,4,7,6
418196,1239,10002870,../Data/insta_data/4685.jpg,15,0.0,1.0,4,7,6
436602,1195,10002870,../Data/insta_data/4686.jpg,15,0.0,1.0,4,7,6
490038,1879,10002870,../Data/insta_data/4687.jpg,15,0.0,1.0,4,7,6
434391,1243,10002870,../Data/insta_data/4691.jpg,15,-0.7818314824680299,0.6234898018587334,4,7,5
458507,1404,10002870,../Data/insta_data/4692.jpg,15,-0.7818314824680299,0.6234898018587334,4,7,5
513249,2272,10002870,../Data/insta_data/4693.jpg,15,-0.7818314824680299,0.6234898018587334,4,7,5
445078,1281,10002870,../Data/insta_data/4694.jpg,15,-0.433883739117558,-0.9009688679024191,4,7,3
401961,761,10002870,../Data/insta_data/4695.jpg,15,-0.433883739117558,-0.9009688679024191,4,7,3
454058,2496,10002870,../Data/insta_data/4697.jpg,15,-0.433883739117558,-0.9009688679024191,4,7,3
394026,880,10002870,../Data/insta_data/4699.jpg,15,-0.433883739117558,-0.9009688679024191,4,7,3
445334,2004,10002870,../Data/insta_data/4700.jpg,15,-0.433883739117558,-0.9009688679024191,4,7,3
526016,3097,10002870,../Data/insta_data/4701.jpg,15,-0.433883739117558,-0.9009688679024191,4,7,3
411654,856,10002870,../Data/insta_data/4702.jpg,15,-0.433883739117558,-0.9009688679024191,4,7,3
392108,822,10002870,../Data/insta_data/4703.jpg,15,-0.433883739117558,-0.9009688679024191,4,7,3
375470,744,10002870,../Data/insta_data/4704.jpg,15,-0.433883739117558,-0.9009688679024191,4,7,3
425576,940,10002870,../Data/insta_data/4705.jpg,15,-0.433883739117558,-0.9009688679024191,4,7,3
558640,3329,10002870,../Data/insta_data/4707.jpg,15,0.43388373911755823,-0.900968867902419,4,7,2
644145,4358,10002870,../Data/insta_data/4708.jpg,15,0.43388373911755823,-0.900968867902419,4,7,2
485283,1984,10002870,../Data/insta_data/4709.jpg,15,0.43388373911755823,-0.900968867902419,4,7,2
451006,1605,10002870,../Data/insta_data/4710.jpg,15,0.43388373911755823,-0.900968867902419,4,7,2
560980,2341,10002870,../Data/insta_data/4711.jpg,15,0.43388373911755823,-0.900968867902419,4,7,2
493674,1827,10002870,../Data/insta_data/4714.jpg,15,0.9749279121818236,-0.22252093395631434,4,7,1
508517,2148,10002870,../Data/insta_data/4715.jpg,15,0.9749279121818236,-0.22252093395631434,4,7,1
564608,2849,10002870,../Data/insta_data/4716.jpg,15,0.9749279121818236,-0.22252093395631434,4,7,1
563962,2189,10002870,../Data/insta_data/4717.jpg,15,0.9749279121818236,-0.22252093395631434,4,7,1
560806,4033,10002870,../Data/insta_data/4718.jpg,3,0.9749279121818236,-0.22252093395631434,4,7,1
401422,1131,10002870,../Data/insta_data/4719.jpg,3,0.9749279121818236,-0.22252093395631434,4,7,1
408267,1020,10002870,../Data/insta_data/4720.jpg,3,0.9749279121818236,-0.22252093395631434,4,7,1
413480,1433,10002870,../Data/insta_data/4721.jpg,3,0.9749279121818236,-0.22252093395631434,4,7,1
419026,1252,10002870,../Data/insta_data/4722.jpg,3,0.9749279121818236,-0.22252093395631434,4,7,1
467364,2121,10002870,../Data/insta_data/4723.jpg,3,0.9749279121818236,-0.22252093395631434,4,7,1
600125,3234,10002870,../Data/insta_data/4724.jpg,1,0.9749279121818236,-0.22252093395631434,4,7,1
648736,2826,10002870,../Data/insta_data/4726.jpg,0,0.9749279121818236,-0.22252093395631434,4,7,1
454882,1880,10002870,../Data/insta_data/4730.jpg,3,0.9749279121818236,-0.22252093395631434,4,6,24
565377,2130,10002870,../Data/insta_data/4731.jpg,3,0.9749279121818236,-0.22252093395631434,4,6,24
491737,1654,10002870,../Data/insta_data/4732.jpg,3,0.9749279121818236,-0.22252093395631434,4,6,24
715894,5383,10002870,../Data/insta_data/4733.jpg,13,0.7818314824680298,0.6234898018587336,4,6,23
589049,3211,10002870,../Data/insta_data/4736.jpg,3,0.7818314824680298,0.6234898018587336,4,6,23
611997,3003,10002870,../Data/insta_data/4738.jpg,3,0.7818314824680298,0.6234898018587336,4,6,23
675621,3983,10002870,../Data/insta_data/4740.jpg,7,0.9749279121818236,-0.22252093395631434,4,6,17
691197,3847,10002870,../Data/insta_data/4741.jpg,7,0.9749279121818236,-0.22252093395631434,4,6,17
510467,2051,10002870,../Data/insta_data/4742.jpg,9,0.0,1.0,4,6,15
691222,3807,10002870,../Data/insta_data/4743.jpg,8,0.0,1.0,4,6,15
409640,1715,10002870,../Data/insta_data/4745.jpg,15,-0.7818314824680299,0.6234898018587334,4,6,14
374273,980,10002870,../Data/insta_data/4746.jpg,15,-0.7818314824680299,0.6234898018587334,4,6,14
349416,565,10002870,../Data/insta_data/4747.jpg,15,-0.7818314824680299,0.6234898018587334,4,6,14
56403,121,8328997,../Data/insta_data/4752.jpg,9,-0.7818314824680299,0.6234898018587334,4,7,5
78230,175,8328997,../Data/insta_data/4753.jpg,6,-0.9749279121818236,-0.2225209339563146,4,7,4
73986,196,8328997,../Data/insta_data/4757.jpg,12,0.7818314824680298,0.6234898018587336,4,6,30
88730,165,8328997,../Data/insta_data/4758.jpg,5,-0.9749279121818236,-0.2225209339563146,4,6,27
47964,99,8328997,../Data/insta_data/4759.jpg,12,0.43388373911755823,-0.900968867902419,4,6,25
89643,159,8328997,../Data/insta_data/4760.jpg,12,0.7818314824680298,0.6234898018587336,4,6,23
131116,282,8328997,../Data/insta_data/4762.jpg,11,-0.7818314824680299,0.6234898018587334,4,6,21
181030,1241,8328997,../Data/insta_data/4764.jpg,14,-0.433883739117558,-0.9009688679024191,4,6,19
65325,95,8328997,../Data/insta_data/4767.jpg,11,0.43388373911755823,-0.900968867902419,4,6,18
85486,209,8328997,../Data/insta_data/4773.jpg,13,-0.9749279121818236,-0.2225209339563146,4,6,13
90141,216,8328997,../Data/insta_data/4774.jpg,11,-0.433883739117558,-0.9009688679024191,4,6,12
77395,160,8328997,../Data/insta_data/4775.jpg,11,0.43388373911755823,-0.900968867902419,4,6,11
45466,145,8328997,../Data/insta_data/4780.jpg,12,-0.9749279121818236,-0.2225209339563146,4,6,6
192607,1378,8328997,../Data/insta_data/4781.jpg,4,-0.433883739117558,-0.9009688679024191,4,6,5
24299,21,8328997,../Data/insta_data/4785.jpg,14,-0.9749279121818236,-0.2225209339563146,4,5,30
15714,17,8328997,../Data/insta_data/4787.jpg,10,0.43388373911755823,-0.900968867902419,4,5,28
109829,238,8328997,../Data/insta_data/4788.jpg,12,0.9749279121818236,-0.22252093395631434,4,5,27
89114,180,8328997,../Data/insta_data/4793.jpg,13,-0.433883739117558,-0.9009688679024191,4,5,22
14647,17,8328997,../Data/insta_data/4794.jpg,5,0.43388373911755823,-0.900968867902419,4,5,21
20149,31,8328997,../Data/insta_data/4801.jpg,11,0.9749279121818236,-0.22252093395631434,4,5,13
70836,232,8328997,../Data/insta_data/4802.jpg,12,0.7818314824680298,0.6234898018587336,4,5,12
88240,264,8328997,../Data/insta_data/4803.jpg,13,-0.7818314824680299,0.6234898018587334,4,5,10
95692,231,8328997,../Data/insta_data/4806.jpg,12,0.43388373911755823,-0.900968867902419,4,5,7
167540,399,8328997,../Data/insta_data/4816.jpg,12,-0.433883739117558,-0.9009688679024191,4,4,17
24026,23,8328997,../Data/insta_data/4818.jpg,11,0.43388373911755823,-0.900968867902419,4,4,16
41115,114,8328997,../Data/insta_data/4828.jpg,13,0.0,1.0,4,4,6
124393,118,8328997,../Data/insta_data/4830.jpg,12,-0.433883739117558,-0.9009688679024191,4,4,3
22215,539,8328997,../Data/insta_data/4837.jpg,12,-0.9749279121818236,-0.2225209339563146,4,3,28
16781,356,8328997,../Data/insta_data/4838.jpg,12,-0.9749279121818236,-0.2225209339563146,4,3,28
17973,196,8328997,../Data/insta_data/4839.jpg,12,-0.9749279121818236,-0.2225209339563146,4,3,28
272207,1739,8494094,../Data/insta_data/4857.jpg,11,0.0,1.0,4,6,15
281102,1890,8494094,../Data/insta_data/4862.jpg,12,-0.9749279121818236,-0.2225209339563146,4,5,9
119853,447,8701224,../Data/insta_data/4866.jpg,7,-0.7818314824680299,0.6234898018587334,4,7,12
121781,399,8701224,../Data/insta_data/4868.jpg,14,-0.9749279121818236,-0.2225209339563146,4,7,11
123181,640,8701224,../Data/insta_data/4876.jpg,3,0.7818314824680298,0.6234898018587336,4,7,7
210921,1126,8701224,../Data/insta_data/4878.jpg,5,0.0,1.0,4,7,6
92678,430,8701224,../Data/insta_data/4899.jpg,14,-0.433883739117558,-0.9009688679024191,4,6,5
228742,469,8701224,../Data/insta_data/4904.jpg,7,0.0,1.0,4,5,25
203635,339,8701224,../Data/insta_data/4905.jpg,11,-0.7818314824680299,0.6234898018587334,4,5,24
197505,341,8701224,../Data/insta_data/4906.jpg,10,-0.7818314824680299,0.6234898018587334,4,5,24
72571,258,8701224,../Data/insta_data/4925.jpg,10,0.7818314824680298,0.6234898018587336,4,4,7
61105,312,8701224,../Data/insta_data/4926.jpg,7,0.0,1.0,4,4,6
89996,367,8701224,../Data/insta_data/4927.jpg,10,-0.7818314824680299,0.6234898018587334,4,4,5
216774,1785,8701224,../Data/insta_data/4928.jpg,10,-0.433883739117558,-0.9009688679024191,4,4,3
75226,326,8701224,../Data/insta_data/4929.jpg,8,0.9749279121818236,-0.22252093395631434,4,4,1
174666,642,8701224,../Data/insta_data/4932.jpg,5,-0.7818314824680299,0.6234898018587334,4,3,29
98421,371,8701224,../Data/insta_data/4933.jpg,11,-0.9749279121818236,-0.2225209339563146,4,3,28
186253,842,8701224,../Data/insta_data/4935.jpg,11,0.43388373911755823,-0.900968867902419,4,3,26
262258,815,8701224,../Data/insta_data/4936.jpg,12,0.7818314824680298,0.6234898018587336,4,3,24
113137,434,8701224,../Data/insta_data/4945.jpg,5,0.9749279121818236,-0.22252093395631434,4,3,4
408143,1128,8701224,../Data/insta_data/4950.jpg,12,-0.7818314824680299,0.6234898018587334,4,2,16
263222,967,8701224,../Data/insta_data/4952.jpg,7,0.43388373911755823,-0.900968867902419,4,2,13
233745,667,8701224,../Data/insta_data/4956.jpg,2,-0.9749279121818236,-0.2225209339563146,4,2,8
166226,889,8701224,../Data/insta_data/4959.jpg,7,0.0,1.0,4,2,3
77885,264,8701224,../Data/insta_data/4960.jpg,11,-0.9749279121818236,-0.2225209339563146,4,2,1
103425,664,8701224,../Data/insta_data/4963.jpg,6,0.7818314824680298,0.6234898018587336,4,1,28
154389,776,8701224,../Data/insta_data/4964.jpg,2,-0.7818314824680299,0.6234898018587334,4,1,26
111218,494,8701224,../Data/insta_data/4966.jpg,3,0.43388373911755823,-0.900968867902419,4,1,23
114281,438,8701224,../Data/insta_data/4968.jpg,1,-0.9749279121818236,-0.2225209339563146,4,1,18
92069,341,8701224,../Data/insta_data/4969.jpg,6,0.43388373911755823,-0.900968867902419,4,1,16
87013,359,8701224,../Data/insta_data/4970.jpg,9,0.7818314824680298,0.6234898018587336,4,1,7
98090,648,11427537,../Data/insta_data/4974.jpg,12,-0.433883739117558,-0.9009688679024191,4,7,10
288862,1962,11427537,../Data/insta_data/4980.jpg,4,-0.433883739117558,-0.9009688679024191,4,7,3
28521,335,11427537,../Data/insta_data/4981.jpg,6,0.43388373911755823,-0.900968867902419,4,7,2
456488,3195,11427537,../Data/insta_data/4985.jpg,8,-0.7818314824680299,0.6234898018587334,4,6,28
120306,514,11427537,../Data/insta_data/4988.jpg,13,-0.433883739117558,-0.9009688679024191,4,6,26
203686,1057,11427537,../Data/insta_data/4993.jpg,8,0.0,1.0,4,6,22
312876,3925,11427537,../Data/insta_data/4994.jpg,9,-0.7818314824680299,0.6234898018587334,4,6,21
146062,1093,11427537,../Data/insta_data/4995.jpg,7,-0.7818314824680299,0.6234898018587334,4,6,21
107276,1258,11427537,../Data/insta_data/4997.jpg,13,-0.9749279121818236,-0.2225209339563146,4,6,20
79586,862,11427537,../Data/insta_data/5015.jpg,12,0.43388373911755823,-0.900968867902419,4,6,4
56381,396,11427537,../Data/insta_data/5020.jpg,6,0.7818314824680298,0.6234898018587336,4,6,2
75444,382,11427537,../Data/insta_data/5022.jpg,8,0.0,1.0,4,6,1
151215,1336,11427537,../Data/insta_data/5025.jpg,6,-0.9749279121818236,-0.2225209339563146,4,5,30
116363,699,11427537,../Data/insta_data/5031.jpg,6,0.9749279121818236,-0.22252093395631434,4,5,27
281556,3347,11427537,../Data/insta_data/5034.jpg,9,0.0,1.0,4,5,25
104763,678,11427537,../Data/insta_data/5035.jpg,7,0.0,1.0,4,5,25
200972,0,11427537,../Data/insta_data/5040.jpg,5,-0.433883739117558,-0.9009688679024191,4,5,22
80785,1683,11427537,../Data/insta_data/5041.jpg,7,0.9749279121818236,-0.22252093395631434,4,5,20
270889,2547,11427537,../Data/insta_data/5049.jpg,12,0.43388373911755823,-0.900968867902419,4,5,14
270635,2977,11427537,../Data/insta_data/5056.jpg,9,-0.7818314824680299,0.6234898018587334,4,5,10
294941,1276,11427537,../Data/insta_data/5061.jpg,5,0.7818314824680298,0.6234898018587336,4,5,5
114202,3634,11427537,../Data/insta_data/5063.jpg,6,0.43388373911755823,-0.900968867902419,4,4,30
218801,2979,11427537,../Data/insta_data/5068.jpg,17,-0.9749279121818236,-0.2225209339563146,4,4,25
184042,3255,11427537,../Data/insta_data/5069.jpg,13,-0.433883739117558,-0.9009688679024191,4,4,24
115089,801,11427537,../Data/insta_data/5076.jpg,11,-0.433883739117558,-0.9009688679024191,4,4,17
186422,744,8576575,../Data/insta_data/5082.jpg,13,0.43388373911755823,-0.900968867902419,4,7,9
214264,804,8576575,../Data/insta_data/5083.jpg,9,0.9749279121818236,-0.22252093395631434,4,7,8
67535,254,8576575,../Data/insta_data/5087.jpg,12,-0.9749279121818236,-0.2225209339563146,4,7,4
114171,486,8576575,../Data/insta_data/5091.jpg,12,0.7818314824680298,0.6234898018587336,4,6,23
181467,763,8576575,../Data/insta_data/5092.jpg,11,0.7818314824680298,0.6234898018587336,4,6,23
65631,329,8576575,../Data/insta_data/5094.jpg,13,-0.433883739117558,-0.9009688679024191,4,6,19
176747,471,8576575,../Data/insta_data/5095.jpg,11,0.9749279121818236,-0.22252093395631434,4,6,17
93170,416,8576575,../Data/insta_data/5096.jpg,13,-0.7818314824680299,0.6234898018587334,4,6,14
215784,562,8576575,../Data/insta_data/5097.jpg,13,-0.7818314824680299,0.6234898018587334,4,6,14
207044,485,8576575,../Data/insta_data/5099.jpg,14,0.0,1.0,4,6,8
193400,1200,8576575,../Data/insta_data/5100.jpg,11,0.0,1.0,4,6,8
125236,566,8576575,../Data/insta_data/5101.jpg,12,0.7818314824680298,0.6234898018587336,4,6,2
246604,1000,8576575,../Data/insta_data/5104.jpg,5,0.7818314824680298,0.6234898018587336,4,5,26
143578,394,8576575,../Data/insta_data/5106.jpg,5,-0.9749279121818236,-0.2225209339563146,4,5,23
306481,1661,8576575,../Data/insta_data/5107.jpg,16,-0.433883739117558,-0.9009688679024191,4,5,22
85529,401,8576575,../Data/insta_data/5108.jpg,12,0.9749279121818236,-0.22252093395631434,4,5,20
208762,1095,8576575,../Data/insta_data/5109.jpg,5,0.7818314824680298,0.6234898018587336,4,5,19
92537,348,8576575,../Data/insta_data/5110.jpg,12,0.0,1.0,4,5,18
152002,771,8576575,../Data/insta_data/5111.jpg,11,0.0,1.0,4,5,18
306039,1474,8576575,../Data/insta_data/5112.jpg,9,-0.9749279121818236,-0.2225209339563146,4,5,16
223155,1164,8576575,../Data/insta_data/5113.jpg,14,0.0,1.0,4,5,11
100563,374,8576575,../Data/insta_data/5114.jpg,10,0.9749279121818236,-0.22252093395631434,4,5,6
380414,2115,8576575,../Data/insta_data/5115.jpg,13,0.7818314824680298,0.6234898018587336,4,5,5
187261,915,8576575,../Data/insta_data/5119.jpg,12,-0.433883739117558,-0.9009688679024191,4,5,1
246261,1158,8576575,../Data/insta_data/5120.jpg,8,-0.433883739117558,-0.9009688679024191,4,5,1
133289,592,8576575,../Data/insta_data/5121.jpg,8,0.43388373911755823,-0.900968867902419,4,4,30
349365,1495,8576575,../Data/insta_data/5123.jpg,14,-0.7818314824680299,0.6234898018587334,4,4,26
424640,2577,8576575,../Data/insta_data/5124.jpg,8,-0.9749279121818236,-0.2225209339563146,4,4,25
95184,577,8576575,../Data/insta_data/5125.jpg,15,0.43388373911755823,-0.900968867902419,4,4,23
189658,669,8576575,../Data/insta_data/5126.jpg,16,-0.7818314824680299,0.6234898018587334,4,4,19
137600,427,8576575,../Data/insta_data/5128.jpg,11,-0.9749279121818236,-0.2225209339563146,4,4,18
174707,488,8576575,../Data/insta_data/5130.jpg,12,-0.433883739117558,-0.9009688679024191,4,4,17
251456,3306,8576575,../Data/insta_data/5134.jpg,10,0.43388373911755823,-0.900968867902419,4,4,2
226222,740,8576575,../Data/insta_data/5137.jpg,10,-0.433883739117558,-0.9009688679024191,4,3,27
213980,308,8576575,../Data/insta_data/5138.jpg,10,0.43388373911755823,-0.900968867902419,4,3,26
147040,277,8576575,../Data/insta_data/5139.jpg,8,0.9749279121818236,-0.22252093395631434,4,3,25
143395,336,8576575,../Data/insta_data/5140.jpg,9,0.7818314824680298,0.6234898018587336,4,3,24
167589,438,8576575,../Data/insta_data/5141.jpg,7,-0.9749279121818236,-0.2225209339563146,4,3,21
138453,821,8300168,../Data/insta_data/5142.jpg,15,-0.9749279121818236,-0.2225209339563146,4,7,11
95848,455,8300168,../Data/insta_data/5143.jpg,8,-0.9749279121818236,-0.2225209339563146,4,7,11
7755,53,8300168,../Data/insta_data/5145.jpg,10,0.43388373911755823,-0.900968867902419,4,7,9
16671,52,8300168,../Data/insta_data/5146.jpg,12,0.9749279121818236,-0.22252093395631434,4,7,8
107733,884,8300168,../Data/insta_data/5147.jpg,7,0.7818314824680298,0.6234898018587336,4,7,7
49763,271,8300168,../Data/insta_data/5148.jpg,1,0.0,1.0,4,7,6
24983,86,8300168,../Data/insta_data/5149.jpg,11,-0.7818314824680299,0.6234898018587334,4,7,5
63606,234,8300168,../Data/insta_data/5150.jpg,14,-0.433883739117558,-0.9009688679024191,4,7,3
64158,475,8300168,../Data/insta_data/5152.jpg,13,0.9749279121818236,-0.22252093395631434,4,7,1
38747,243,8300168,../Data/insta_data/5153.jpg,8,0.7818314824680298,0.6234898018587336,4,6,30
54331,281,8300168,../Data/insta_data/5154.jpg,5,0.7818314824680298,0.6234898018587336,4,6,30
34722,288,8300168,../Data/insta_data/5155.jpg,12,0.0,1.0,4,6,29
36265,231,8300168,../Data/insta_data/5156.jpg,5,0.43388373911755823,-0.900968867902419,4,6,25
65620,412,8300168,../Data/insta_data/5157.jpg,6,0.9749279121818236,-0.22252093395631434,4,6,24
6469,98,8300168,../Data/insta_data/5159.jpg,9,0.43388373911755823,-0.900968867902419,4,6,18
33296,217,8300168,../Data/insta_data/5161.jpg,6,0.0,1.0,4,6,15
61241,431,8300168,../Data/insta_data/5162.jpg,13,-0.7818314824680299,0.6234898018587334,4,6,14
58224,312,8300168,../Data/insta_data/5164.jpg,14,0.9749279121818236,-0.22252093395631434,4,6,10
31356,198,8300168,../Data/insta_data/5165.jpg,9,0.7818314824680298,0.6234898018587336,4,6,9
76710,977,8300168,../Data/insta_data/5168.jpg,9,0.0,1.0,4,6,8
11448,125,8300168,../Data/insta_data/5172.jpg,8,0.43388373911755823,-0.900968867902419,4,6,4
128884,887,8300168,../Data/insta_data/5174.jpg,7,0.9749279121818236,-0.22252093395631434,4,6,3
28079,136,8300168,../Data/insta_data/5175.jpg,2,0.9749279121818236,-0.22252093395631434,4,6,3
37330,141,8300168,../Data/insta_data/5176.jpg,10,0.7818314824680298,0.6234898018587336,4,6,2
69713,308,8300168,../Data/insta_data/5179.jpg,4,0.7818314824680298,0.6234898018587336,4,6,2
39811,437,8300168,../Data/insta_data/5183.jpg,2,0.43388373911755823,-0.900968867902419,4,5,28
91351,271,8300168,../Data/insta_data/5185.jpg,10,-0.9749279121818236,-0.2225209339563146,4,5,23
105933,783,8300168,../Data/insta_data/5187.jpg,8,-0.433883739117558,-0.9009688679024191,4,5,22
45227,1667,8300168,../Data/insta_data/5190.jpg,5,-0.433883739117558,-0.9009688679024191,4,5,22
68410,208,8300168,../Data/insta_data/5191.jpg,12,0.43388373911755823,-0.900968867902419,4,5,21
131633,1058,8300168,../Data/insta_data/5194.jpg,5,0.0,1.0,4,5,18
154695,1119,8300168,../Data/insta_data/5195.jpg,15,-0.7818314824680299,0.6234898018587334,4,5,17
78267,470,8300168,../Data/insta_data/5198.jpg,10,-0.433883739117558,-0.9009688679024191,4,5,15
4159,53,8300168,../Data/insta_data/5201.jpg,4,0.9749279121818236,-0.22252093395631434,4,5,13
11321,107,8300168,../Data/insta_data/5207.jpg,8,0.7818314824680298,0.6234898018587336,4,5,5
66318,413,8300168,../Data/insta_data/5210.jpg,10,-0.7818314824680299,0.6234898018587334,4,5,3
74909,489,8300168,../Data/insta_data/5211.jpg,7,-0.7818314824680299,0.6234898018587334,4,5,3
147575,1115,8300168,../Data/insta_data/5212.jpg,14,-0.9749279121818236,-0.2225209339563146,4,5,2
49517,183,8300168,../Data/insta_data/5213.jpg,13,-0.9749279121818236,-0.2225209339563146,4,5,2
59647,389,8300168,../Data/insta_data/5215.jpg,16,-0.433883739117558,-0.9009688679024191,4,5,1
5940,27,8300168,../Data/insta_data/5217.jpg,12,-0.433883739117558,-0.9009688679024191,4,5,1
111555,854,8300168,../Data/insta_data/5218.jpg,12,-0.433883739117558,-0.9009688679024191,4,5,1
16796,53,8300168,../Data/insta_data/5220.jpg,10,-0.433883739117558,-0.9009688679024191,4,5,1
38234,206,8300168,../Data/insta_data/5222.jpg,7,-0.433883739117558,-0.9009688679024191,4,5,1
65861,425,8300168,../Data/insta_data/5223.jpg,6,-0.433883739117558,-0.9009688679024191,4,5,1
